SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
42,young,CC8,1,PICCOLO,,semantic,1,0,1,3.54729366488755,y,y
42,young,CC8,2,TRIBESMAN,,semantic,1,0,1,7.08267558598891,y,y
42,young,CC8,3,SCISSORS,,semantic,1,0,1,8.08256843069103,y,y
42,young,CC8,4,UNDERGROWTH,,semantic,1,0,1,11.3704240542138,y,y
42,young,CC8,5,CARPORT,,semantic,1,0,1,12.8023271713173,y,y
42,young,CC8,6,WOOD,,phonetic,1,0,1,18.9139856967377,y,y
42,young,CC8,7,MAGICIAN,CRITICAL,semantic,1,0,5,22.2097831871361,y,y
42,young,CC8,8,PULL,,phonetic,1,0,3,23.8577080420218,y,y
42,young,CC8,9,NULL,,phonetic,1,0,3,24.7456619464792,y,y
42,young,CC8,10,WHIRLWIND,TORNADO,semantic,0,1,6,26.8175652568461,y,y
42,young,CC8,11,PROMENADE,,semantic,1,0,2,28.9693982611643,y,y
42,young,CC8,12,DATE,FATE,phonetic,0,0,1,32.8012193969917,y,y
42,young,CC8,13,FUR,,phonetic,1,0,1,33.8971270007314,y,y
42,young,CC8,14,MANIAC,LUNATIC,semantic,0,0,1,34.8730617343681,y,y
42,young,CC8,15,ATTIC,,semantic,1,0,1,35.8490058253519,y,y
42,young,CC8,16,TRIPLICATE,,semantic,1,0,1,36.8330442153383,y,y
42,young,CC8,17,PYRAMID,CRITICAL,semantic,1,0,1,37.8649254788179,y,y
42,young,CC8,18,SIP,CRITICAL,phonetic,1,0,1,40.6327749084448,y,y
42,young,CC8,19,MOORING,,semantic,1,0,1,41.8727124987636,y,y
42,young,CC8,20,COIN,,phonetic,1,0,1,42.6966098783305,y,y
42,young,CC8,21,EGYPTIAN,PYRAMID,semantic,0,0,2,44.5365265206201,y,y
42,young,CC8,22,CASINO,GAMBLER,semantic,0,1,6,45.6805154561298,y,y
42,young,CC8,23,COON,BOON,phonetic,0,0,1,46.6244475842686,y,y
42,young,CC8,24,FACE,FATE,phonetic,0,1,6,47.440346651827,y,y
42,young,CC8,25,BAGEL,,semantic,1,0,1,48.4084038118599,y,y
42,young,CC8,26,FUNNEL,TORNADO,semantic,0,0,1,49.1762840297306,y,y
42,young,CC8,27,PAT,CAT,phonetic,0,0,1,50.6962135547074,y,y
42,young,CC8,28,JOGGING,FITNESS,semantic,0,0,1,52.1761497083353,y,y
42,young,CC8,29,SOLE,ROLE,phonetic,0,0,1,52.9840622358024,y,y
42,young,CC8,30,NOW,,phonetic,1,0,1,53.8000086931279,y,y
42,young,CC8,31,SEAL,TEAL,phonetic,0,1,6,55.0959516732255,y,y
42,young,CC8,32,BISON,,semantic,1,0,1,56.3838631382678,y,y
42,young,CC8,33,SIN,SIP,phonetic,0,1,6,57.1998011439573,y,y
42,young,CC8,34,HIP,SIP,phonetic,0,0,1,58.0637646398973,y,y
42,young,CC8,35,DEMENTED,LUNATIC,semantic,0,0,1,59.0477604696061,y,y
42,young,CC8,36,TOY,,phonetic,1,0,1,59.8716596603626,y,y
42,young,CC8,37,TONING,FITNESS,semantic,0,1,6,60.7276879299898,y,y
42,young,CC8,38,SIRENS,TORNADO,semantic,0,1,6,61.7036145138554,y,y
42,young,CC8,39,ROPE,ROLE,phonetic,0,1,6,62.5275541519513,y,y
42,young,CC8,40,CAT,CRITICAL,phonetic,1,0,1,63.3114551416365,y,y
42,young,CC8,41,CRADLE,INFANT,semantic,0,1,1,64.8474268695572,y,y
42,young,CC8,42,WELT,WEST,phonetic,0,0,1,65.7353207067354,y,y
42,young,CC8,43,ASYLUM,LUNATIC,semantic,0,1,6,66.5353067613905,y,y
