SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
46,young,CC3,1,HOUSECOAT,,semantic,1,0,1,3.40400600293651,y,y
46,young,CC3,2,CONVENIENCE,,semantic,1,0,1,5.3558574791532,y,y
46,young,CC3,3,SCISSORS,,semantic,1,0,1,6.98773520370014,y,y
46,young,CC3,4,MECHANICAL,,semantic,1,0,1,8.25163674494252,y,y
46,young,CC3,5,BUR,,phonetic,1,0,3,13.0673668824602,y,y
46,young,CC3,6,SAW,,phonetic,1,0,1,16.8111412147991,y,y
46,young,CC3,7,FOSSILS,DINOSAUR,semantic,0,0,1,17.6750425144564,y,y
46,young,CC3,8,EGYPTIAN,PYRAMID,semantic,0,1,6,21.586841506185,y,y
46,young,CC3,9,WELT,WEST,phonetic,0,1,2,23.2586850861553,y,y
46,young,CC3,10,COMEDIAN,CRITICAL,semantic,1,0,6,24.9546374892816,y,y
46,young,CC3,11,INFANT,CRITICAL,semantic,1,0,1,27.4744221058209,y,y
46,young,CC3,12,TIP,SIP,phonetic,0,0,1,29.3462962927297,y,y
46,young,CC3,13,BUN,CRITICAL,phonetic,1,0,6,30.9702050541528,y,y
46,young,CC3,14,WARMHEARTED,,semantic,1,0,2,34.2819855730049,y,y
46,young,CC3,15,HONEYCOMB,,semantic,1,0,2,37.4657579977065,y,y
46,young,CC3,16,RABBIT,MAGICIAN,semantic,0,1,6,38.7137134624645,y,y
46,young,CC3,17,PEAL,TEAL,phonetic,0,1,6,39.4496148177423,y,y
46,young,CC3,18,POP,COP,phonetic,0,0,6,40.073612018954,y,y
46,young,CC3,19,DIAMOND,CRITICAL,semantic,1,0,2,43.1214085936081,y,y
46,young,CC3,20,TRICKSTER,MAGICIAN,semantic,0,0,2,44.1614607763477,y,y
46,young,CC3,21,SOON,BOON,phonetic,0,0,2,46.4092475108337,y,y
46,young,CC3,22,SABLE,,semantic,1,0,2,47.4251341240015,y,y
46,young,CC3,23,CAM,CAT,phonetic,0,1,6,48.7370408133138,y,y
46,young,CC3,24,TRIBESMAN,,semantic,1,0,2,49.9289599868935,y,y
46,young,CC3,25,COP,CRITICAL,phonetic,1,0,2,51.9128035258036,y,y
46,young,CC3,26,TEAL,CRITICAL,phonetic,1,0,6,53.1927401870489,y,y
46,young,CC3,27,LIP,SIP,phonetic,0,0,1,54.0247043594718,y,y
46,young,CC3,28,BOON,CRITICAL,phonetic,1,0,6,54.7206483108457,y,y
46,young,CC3,29,FITNESS,CRITICAL,semantic,1,0,1,57.472506608814,y,y
46,young,CC3,30,TOY,,phonetic,1,0,2,61.8082746097352,y,y
46,young,CC3,31,APPARITION,PHANTOM,semantic,0,1,6,63.0161311060656,y,y
46,young,CC3,32,SLAPSTICK,COMEDIAN,semantic,0,1,6,64.2720446679741,y,y
46,young,CC3,33,WEST,CRITICAL,phonetic,1,0,2,65.3999407782685,y,y
46,young,CC3,34,ROLE,CRITICAL,phonetic,1,0,1,67.3838138978463,y,y
46,young,CC3,35,LATE,FATE,phonetic,0,0,6,69.0637178996112,y,y
46,young,CC3,36,TRIPLICATE,,semantic,1,0,1,71.3676088401116,y,y
46,young,CC3,37,HIGHCHAIR,INFANT,semantic,0,1,6,72.4155243409332,y,y
46,young,CC3,38,WOOD,,phonetic,1,0,1,73.1914709364064,y,y
46,young,CC3,39,SPECTER,PHANTOM,semantic,0,0,1,76.5032478331123,y,y
46,young,CC3,40,JOKER,COMEDIAN,semantic,0,0,6,77.591176578775,y,y
46,young,CC3,41,BIRD,,phonetic,1,0,1,79.9590151216835,y,y
46,young,CC3,42,TEETHING,INFANT,semantic,0,0,1,83.4467895650305,y,y
46,young,CC3,43,MATE,FATE,phonetic,0,0,6,84.3667295707855,y,y
46,young,CC3,44,PUN,BUN,phonetic,0,1,6,85.0146578091662,y,y
46,young,CC3,45,PERK,,phonetic,1,0,1,86.070588757284,y,y
46,young,CC3,46,STROLLER,INFANT,semantic,0,1,1,89.118457774166,y,y
46,young,CC3,47,DEMENTED,LUNATIC,semantic,0,1,6,89.7903490453027,y,y
46,young,CC3,48,TOP,COP,phonetic,0,1,6,90.438333426835,y,y
46,young,CC3,49,SIP,CRITICAL,phonetic,1,0,1,91.6622208175249,y,y
46,young,CC3,50,JOY,,phonetic,1,0,1,101.013688288862,y,y
46,young,CC3,51,INDUSTRY,,semantic,1,0,1,101.869625756517,y,y
46,young,CC3,52,SIS,SIP,phonetic,0,1,6,103.101588359335,y,y
46,young,CC3,53,SILHOUETTE,,semantic,1,0,1,103.941535681719,y,y
46,young,CC3,54,RUBIES,DIAMOND,semantic,0,0,6,104.861552657327,y,y
46,young,CC3,55,HUMORIST,COMEDIAN,semantic,0,1,6,107.301274261205,y,y
46,young,CC3,56,WENT,WEST,phonetic,0,0,1,110.493066660827,y,y
46,young,CC3,57,DINOSAUR,CRITICAL,semantic,1,0,1,112.428915917873,y,y
46,young,CC3,58,GAMBLER,CRITICAL,semantic,1,0,1,115.244764076313,y,y
46,young,CC3,59,LOUD,,phonetic,1,0,1,117.972611348378,y,y
46,young,CC3,60,HOLE,ROLE,phonetic,0,0,1,121.548397846287,y,y
46,young,CC3,61,STOREROOM,,semantic,1,0,1,122.660256421659,y,y
46,young,CC3,62,FOIL,,phonetic,1,0,1,123.532193090301,y,y
46,young,CC3,63,INSANITY,LUNATIC,semantic,0,0,1,126.004061602522,y,y
46,young,CC3,64,JASMINE,,semantic,1,0,4,130.667729154695,y,y
46,young,CC3,65,DACHSHUND,,semantic,1,0,1,131.707708593225,y,y
46,young,CC3,66,BIOLOGIST,,semantic,1,0,1,133.355628380086,y,y
46,young,CC3,67,PODIUM,,semantic,1,0,1,134.531589705497,y,y
46,young,CC3,68,BOOKIE,GAMBLER,semantic,0,1,3,139.523192124907,y,y
46,young,CC3,69,CLOWN,COMEDIAN,semantic,0,0,3,144.1308891878,y,y
46,young,CC3,70,MIRE,CRITICAL,phonetic,1,0,3,145.818767586024,y,y
46,young,CC3,71,FATE,CRITICAL,phonetic,1,0,6,148.154621914029,y,y
46,young,CC3,72,LOON,BOON,phonetic,0,0,6,149.290514153661,y,y
46,young,CC3,73,WEPT,WEST,phonetic,0,0,1,150.898455407703,y,y
46,young,CC3,74,HEAL,TEAL,phonetic,0,0,1,154.866198628442,y,y
46,young,CC3,75,SYNOPSIS,,semantic,1,0,1,157.026029753266,y,y
46,young,CC3,76,PHARAOH,PYRAMID,semantic,0,1,6,157.985985720297,y,y
46,young,CC3,77,HYPNOTIST,MAGICIAN,semantic,0,0,6,159.801844141213,y,y
46,young,CC3,78,MEAL,TEAL,phonetic,0,1,6,161.129746711114,y,y
46,young,CC3,79,MIKE,MIRE,phonetic,0,1,6,166.481467730831,y,y
46,young,CC3,80,THICKET,,semantic,1,0,1,167.297376257833,y,y
46,young,CC3,81,NOW,,phonetic,1,0,1,169.937213286525,y,y
46,young,CC3,82,STATIONER,,semantic,1,0,1,170.761120055569,y,y
46,young,CC3,83,PAT,CAT,phonetic,0,1,6,171.529090141645,y,y
46,young,CC3,84,COW,,phonetic,1,0,1,178.376700056484,y,y
46,young,CC3,85,GHOUL,PHANTOM,semantic,0,0,1,181.096487812465,y,y
46,young,CC3,86,EXERTION,FITNESS,semantic,0,0,1,183.304336461006,y,y
46,young,CC3,87,SWAMPS,DINOSAUR,semantic,0,1,6,184.232356810011,y,y
46,young,CC3,88,WAGER,GAMBLER,semantic,0,0,1,185.952169920783,y,y
46,young,CC3,89,PROMENADE,,semantic,1,0,1,189.951936294092,y,y
46,young,CC3,90,MICE,MIRE,phonetic,0,1,6,190.919848245103,y,y
46,young,CC3,91,YAW,,phonetic,1,0,1,191.75977413659,y,y
46,young,CC3,92,HIP,SIP,phonetic,0,1,6,192.503709049663,y,y
46,young,CC3,93,DEAL,TEAL,phonetic,0,0,1,193.823682197602,y,y
46,young,CC3,94,NUN,BUN,phonetic,0,0,1,195.047597659752,y,y
46,young,CC3,95,EMERALD,DIAMOND,semantic,0,0,1,196.15155216842,y,y
46,young,CC3,96,DATE,FATE,phonetic,0,1,6,196.903456346365,y,y
46,young,CC3,97,SOLE,ROLE,phonetic,0,1,1,197.863393599167,y,y
46,young,CC3,98,ROSE,ROLE,phonetic,0,1,6,198.767369417939,y,y
46,young,CC3,99,MUMMIES,PYRAMID,semantic,0,0,1,200.97521927394,y,y
46,young,CC3,100,PULL,,phonetic,1,0,1,202.399110105587,y,y
46,young,CC3,101,BEST,WEST,phonetic,0,1,1,203.191025415668,y,y
46,young,CC3,102,BOUT,,phonetic,1,0,1,204.190972291399,y,y
46,young,CC3,103,HIEROGLYPHICS,PYRAMID,semantic,0,0,1,205.022901449818,y,y
46,young,CC3,104,BETTOR,GAMBLER,semantic,0,0,1,205.982882771874,y,y
46,young,CC3,105,DIRE,MIRE,phonetic,0,0,1,206.726803196361,y,y
46,young,CC3,106,JOGGING,FITNESS,semantic,0,1,1,208.318737099878,y,y
46,young,CC3,107,GUTTER,,semantic,1,0,1,210.494630812434,y,y
46,young,CC3,108,JARGON,,semantic,1,0,1,212.022485207999,y,y
46,young,CC3,109,NULL,,phonetic,1,0,1,212.934423349565,y,y
46,young,CC3,110,WORKOUT,FITNESS,semantic,0,0,1,217.33419630304,y,y
46,young,CC3,111,CARAT,DIAMOND,semantic,0,1,6,218.286084604217,y,y
46,young,CC3,112,COIN,,phonetic,1,0,1,220.877937915502,y,y
46,young,CC3,113,LUNATIC,CRITICAL,semantic,1,0,1,228.901441542897,y,y
46,young,CC3,114,BOOM,BOON,phonetic,0,1,6,229.637341992464,y,y
46,young,CC3,115,MADMAN,LUNATIC,semantic,0,0,1,232.397187666036,y,y
46,young,CC3,116,TIRE,MIRE,phonetic,0,0,1,235.932945525041,y,y
46,young,CC3,117,BAT,CAT,phonetic,0,0,1,238.436779839685,y,y
46,young,CC3,118,BUS,BUN,phonetic,0,1,6,239.252710401313,y,y
46,young,CC3,119,EXTINCTION,DINOSAUR,semantic,0,0,1,244.732424724614,y,y
46,young,CC3,120,PYRAMID,CRITICAL,semantic,1,0,1,247.044271649094,y,y
46,young,CC3,121,COON,BOON,phonetic,0,1,6,247.852186159929,y,y
46,young,CC3,122,MAGICIAN,CRITICAL,semantic,1,0,1,254.851745770546,y,y
46,young,CC3,123,ROULETTE,GAMBLER,semantic,0,1,1,267.954908242682,y,y
46,young,CC3,124,FADE,FATE,phonetic,0,1,6,273.730525527149,y,y
46,young,CC3,125,REPTILES,DINOSAUR,semantic,0,1,6,275.842411268502,y,y
46,young,CC3,126,LAWN,,phonetic,1,0,1,277.210261583328,y,y
46,young,CC3,127,GOBLIN,PHANTOM,semantic,0,1,6,280.706071999157,y,y
46,young,CC3,128,GAZETTE,,semantic,1,0,1,281.674004475586,y,y
46,young,CC3,129,CAT,CRITICAL,phonetic,1,0,6,282.737897746265,y,y
46,young,CC3,130,MANIAC,LUNATIC,semantic,0,1,6,284.217799514299,y,y
46,young,CC3,131,HOP,COP,phonetic,0,0,1,285.353729786118,y,y
46,young,CC3,132,MOLE,ROLE,phonetic,0,0,1,286.44167120941,y,y
46,young,CC3,133,FUR,,phonetic,1,0,1,287.529621083988,y,y
46,young,CC3,134,NUTRITION,FITNESS,semantic,0,1,1,289.34552961099,y,y
46,young,CC3,135,DIAPERS,INFANT,semantic,0,0,1,292.513268726645,y,y
46,young,CC3,136,COT,COP,phonetic,0,1,1,298.328984074062,y,y
46,young,CC3,137,SORCERER,MAGICIAN,semantic,0,1,1,299.62489156262,y,y
46,young,CC3,138,GUN,BUN,phonetic,0,0,1,301.144721757853,y,y
46,young,CC3,139,MAT,CAT,phonetic,0,0,1,303.472563657211,y,y
46,young,CC3,140,BOOK,,phonetic,1,0,1,304.448498299578,y,y
46,young,CC3,141,RHINESTONES,DIAMOND,semantic,0,1,6,306.832335741259,y,y
46,young,CC3,142,PICCOLO,,semantic,1,0,1,307.632295777323,y,y
46,young,CC3,143,PHANTOM,CRITICAL,semantic,1,0,1,308.560224365909,y,y
46,young,CC3,144,RAW,,phonetic,1,0,1,309.272192872828,y,y
