SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
36,young,CC4,1,STATIONER,,semantic,1,0,6^,4.27509531565011,y,y
36,young,CC4,2,UNDERGROWTH,,semantic,1,0,6^,5.56269523827359,y,y
36,young,CC4,3,CANVAS,,semantic,1,0,6^,7.3626160940621,y,y
36,young,CC4,4,BISON,,semantic,1,0,6^,8.57057826919481,y,y
36,young,CC4,5,SOLE,ROLE,phonetic,0,1,1!,10.098457593238,y,y
36,young,CC4,6,EXERTION,FITNESS,semantic,0,0,3#,14.9222614723258,y,y
36,young,CC4,7,JOY,,phonetic,1,0,6^,17.0261009938549,y,y
36,young,CC4,8,BUN,CRITICAL,phonetic,1,0,1!,18.7620101065841,y,y
36,young,CC4,9,ATTIC,,semantic,1,0,6^,21.0658768543508,y,y
36,young,CC4,10,BIRD,,phonetic,1,0,1!,22.4337834171019,y,y
36,young,CC4,11,CAT,CRITICAL,phonetic,1,0,1!,23.4177245642059,y,y
36,young,CC4,12,SORCERER,MAGICIAN,semantic,0,1,1!,24.2337036691606,y,y
36,young,CC4,13,REPTILES,DINOSAUR,semantic,0,1,1!,25.1536548063159,y,y
36,young,CC4,14,MIRE,CRITICAL,phonetic,1,0,6^,27.0175620499067,y,y
36,young,CC4,15,TOY,,phonetic,1,0,6^,28.1135363494977,y,y
36,young,CC4,16,DEAL,TEAL,phonetic,0,0,1!,28.913482258562,y,y
36,young,CC4,17,PURPLE,,semantic,1,0,6^,30.3933939018752,y,y
36,young,CC4,18,MADMAN,LUNATIC,semantic,0,0,6^,31.4413208332844,y,y
36,young,CC4,19,SIP,CRITICAL,phonetic,1,0,1!,32.2652946524322,y,y
36,young,CC4,20,COW,,phonetic,1,0,6^,33.4412133758888,y,y
36,young,CC4,21,PERK,,phonetic,1,0,6^,34.5851837296505,y,y
36,young,CC4,22,FADE,FATE,phonetic,0,1,1!,35.8410894374829,y,y
36,young,CC4,23,WAGER,GAMBLER,semantic,0,0,6^,36.6730703464709,y,y
36,young,CC4,24,NUTRITION,FITNESS,semantic,0,1,1!,37.7049978885334,y,y
36,young,CC4,25,CONVENIENCE,,semantic,1,0,1!,38.5609771264717,y,y
