SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
40,young,CC4,1,THESAURUS,,semantic,1,0,1,1.70719533320516,y,y
40,young,CC4,2,PICCOLO,,semantic,1,0,1,2.54679485480301,y,y
40,young,CC4,3,MOORING,,semantic,1,0,1,3.39475492900237,y,y
40,young,CC4,4,SCISSORS,,semantic,1,0,1,5.07467719749548,y,y
40,young,CC4,5,TEAT,TEAL,phonetic,0,0,1,5.97861113655381,y,y
40,young,CC4,6,CAT,CRITICAL,phonetic,1,0,1,6.73055525613017,y,y
40,young,CC4,7,BOUT,,phonetic,1,0,1,7.51455520302989,y,y
40,young,CC4,8,TEAS,TEAL,phonetic,0,0,1,8.202494522091,y,y
40,young,CC4,9,MOLE,ROLE,phonetic,0,1,1,10.5304229869507,y,y
40,young,CC4,10,MUMMIES,PYRAMID,semantic,0,1,6,11.322368144989,y,y
40,young,CC4,11,NUN,BUN,phonetic,0,1,6,12.0103385543916,y,y
40,young,CC4,12,MAMMOTH,DINOSAUR,semantic,0,0,1,12.7463092438411,y,y
40,young,CC4,13,PRICELESS,DIAMOND,semantic,0,0,1,13.7062517600134,y,y
40,young,CC4,14,BAT,CAT,phonetic,0,1,6,14.6581829607021,y,y
40,young,CC4,15,MAT,CAT,phonetic,0,1,6,15.4741460678633,y,y
40,young,CC4,16,DINOSAUR,CRITICAL,semantic,1,0,1,16.8420574599877,y,y
40,young,CC4,17,STORK,INFANT,semantic,0,0,1,17.5460477841552,y,y
40,young,CC4,18,DIAMOND,CRITICAL,semantic,1,0,6,18.5059410994872,y,y
40,young,CC4,19,DERANGED,LUNATIC,semantic,0,0,1,20.361910979962,y,y
40,young,CC4,20,COIN,,phonetic,1,0,1,21.2018262334168,y,y
40,young,CC4,21,BISON,,semantic,1,0,1,21.761811491102,y,y
40,young,CC4,22,TIRE,MIRE,phonetic,0,1,1,22.4417693775613,y,y
40,young,CC4,23,MAGICIAN,CRITICAL,semantic,1,0,1,23.1297219779808,y,y
40,young,CC4,24,WARMHEARTED,,semantic,1,0,1,23.6737060355954,y,y
40,young,CC4,25,CLOWN,COMEDIAN,semantic,0,1,1,24.1757768555544,y,y
40,young,CC4,26,FOSSILS,DINOSAUR,semantic,0,1,6,24.9936141292565,y,y
40,young,CC4,27,COP,CRITICAL,phonetic,1,0,1,26.3135714239907,y,y
40,young,CC4,28,FAKE,FATE,phonetic,0,0,1,27.0415534363128,y,y
40,young,CC4,29,THICKET,,semantic,1,0,1,27.6735330773517,y,y
40,young,CC4,30,CON,COP,phonetic,0,0,1,28.793461334426,y,y
40,young,CC4,31,WOOD,,phonetic,1,0,1,29.3614331565332,y,y
40,young,CC4,32,PSYCHOPATH,LUNATIC,semantic,0,0,1,30.0973353267182,y,y
40,young,CC4,33,ANTIQUITY,,semantic,1,0,1,30.6813255541492,y,y
40,young,CC4,34,GUN,BUN,phonetic,0,1,6,31.3212703282479,y,y
40,young,CC4,35,MECHANICAL,,semantic,1,0,1,32.1372627143282,y,y
40,young,CC4,36,JOKER,COMEDIAN,semantic,0,1,6,32.7452180676628,y,y
40,young,CC4,37,GLOOMY,PHANTOM,semantic,0,0,1,33.8011638608295,y,y
40,young,CC4,38,GHOUL,PHANTOM,semantic,0,1,6,34.4811151064932,y,y
40,young,CC4,39,FATE,CRITICAL,phonetic,1,0,1,35.3530765280593,y,y
40,young,CC4,40,SILHOUETTE,,semantic,1,0,1,36.1930376621895,y,y
40,young,CC4,41,UNFORMED,,semantic,1,0,1,37.4089803644456,y,y
40,young,CC4,42,LOTTERY,GAMBLER,semantic,0,0,1,38.0969266260508,y,y
40,young,CC4,43,RAW,,phonetic,1,0,1,38.7369236196391,y,y
40,young,CC4,44,COMEDIAN,CRITICAL,semantic,1,0,1,39.2968913703226,y,y
40,young,CC4,45,TEAL,CRITICAL,phonetic,1,0,1,39.8968677057419,y,y
40,young,CC4,46,PUNSTER,COMEDIAN,semantic,0,0,1,40.5768267994281,y,y
40,young,CC4,47,DIAPERS,INFANT,semantic,0,1,6,41.3287431490608,y,y
40,young,CC4,48,HOLE,ROLE,phonetic,0,1,6,42.1527347771917,y,y
40,young,CC4,49,WORKOUT,FITNESS,semantic,0,1,6,42.8246713869739,y,y
40,young,CC4,50,SUN,BUN,phonetic,0,0,1,43.8486280611251,y,y
40,young,CC4,51,COW,,phonetic,1,0,1,44.5046404416207,y,y
40,young,CC4,52,ROLE,CRITICAL,phonetic,1,0,6,45.2565875798464,y,y
40,young,CC4,53,BOP,COP,phonetic,0,0,1,45.8565092806239,y,y
40,young,CC4,54,OPOSSUM,,semantic,1,0,1,46.5124923822004,y,y
40,young,CC4,55,INFANT,CRITICAL,semantic,1,0,1,47.0884151502978,y,y
40,young,CC4,56,LATE,FATE,phonetic,0,1,6,47.8324439416174,y,y
40,young,CC4,57,IMPROVISATION,COMEDIAN,semantic,0,0,1,48.4483882738277,y,y
40,young,CC4,58,LAWN,,phonetic,1,0,1,49.2883334101643,y,y
40,young,CC4,59,PULL,,phonetic,1,0,1,49.9043043048587,y,y
40,young,CC4,60,TOON,BOON,phonetic,0,0,1,50.4163007528987,y,y
40,young,CC4,61,WIRE,MIRE,phonetic,0,0,6,51.3602290896233,y,y
40,young,CC4,62,PYRAMID,CRITICAL,semantic,1,0,1,51.8962048501708,y,y
40,young,CC4,63,SAW,,phonetic,1,0,1,52.6001562357415,y,y
40,young,CC4,64,REST,WEST,phonetic,0,0,1,53.2721692128107,y,y
40,young,CC4,65,HEAL,TEAL,phonetic,0,1,6,53.8801136997063,y,y
40,young,CC4,66,HYPNOTIST,MAGICIAN,semantic,0,1,6,54.7680425145663,y,y
40,young,CC4,67,JASMINE,,semantic,1,0,1,55.4480148893781,y,y
40,young,CC4,68,SIP,CRITICAL,phonetic,1,0,1,56.1199970780872,y,y
40,young,CC4,69,TIP,SIP,phonetic,0,1,6,56.7279524314217,y,y
40,young,CC4,70,VAULT,PYRAMID,semantic,0,0,1,57.2639450952411,y,y
40,young,CC4,71,RUBIES,DIAMOND,semantic,0,1,6,57.9758966283407,y,y
40,young,CC4,72,YAW,,phonetic,1,0,1,58.4791017884854,y,y
40,young,CC4,73,FITNESS,CRITICAL,semantic,1,0,1,59.135851882631,y,y
40,young,CC4,74,HONEYCOMB,,semantic,1,0,1,59.8158453868236,y,y
40,young,CC4,75,JARGON,,semantic,1,0,1,60.6877745108213,y,y
40,young,CC4,76,POP,COP,phonetic,0,1,6,61.319708874682,y,y
40,young,CC4,77,BABBLE,INFANT,semantic,0,0,1,61.8316796657164,y,y
40,young,CC4,78,WIZARD,MAGICIAN,semantic,0,0,1,62.4076256761327,y,y
40,young,CC4,79,EMERALD,DIAMOND,semantic,0,1,6,63.3115949311759,y,y
40,young,CC4,80,LOUD,,phonetic,1,0,1,63.9355789525434,y,y
40,young,CC4,81,PODIUM,,semantic,1,0,1,64.7115404177457,y,y
40,young,CC4,82,HOP,COP,phonetic,0,1,6,65.6874877563678,y,y
40,young,CC4,83,BARBELLS,FITNESS,semantic,0,0,1,66.1914001435507,y,y
40,young,CC4,84,HAT,CAT,phonetic,0,0,1,67.055381339509,y,y
40,young,CC4,85,BIRD,,phonetic,1,0,1,67.639385150047,y,y
40,young,CC4,86,BOON,CRITICAL,phonetic,1,0,1,68.4073241311125,y,y
40,young,CC4,87,SWEATING,FITNESS,semantic,0,0,1,69.0472846012563,y,y
40,young,CC4,88,PHANTOM,CRITICAL,semantic,1,0,1,70.2872361971531,y,y
40,young,CC4,89,GOON,BOON,phonetic,0,0,6,71.1831799498759,y,y
40,young,CC4,90,ROTE,ROLE,phonetic,0,0,1,71.727174572181,y,y
40,young,CC4,91,LOON,BOON,phonetic,0,1,1,72.255159542663,y,y
40,young,CC4,92,MATE,FATE,phonetic,0,1,6,72.911070502596,y,y
40,young,CC4,93,NIP,SIP,phonetic,0,0,1,73.5030762713868,y,y
40,young,CC4,94,PERK,,phonetic,1,0,1,74.2470845372882,y,y
40,young,CC4,95,PARANORMAL,PHANTOM,semantic,0,0,1,75.4549715523608,y,y
40,young,CC4,96,BUN,CRITICAL,phonetic,1,0,1,76.0469564937521,y,y
40,young,CC4,97,TORTILLA,,semantic,1,0,1,76.5475392090157,y,y
40,young,CC4,98,TRICKSTER,MAGICIAN,semantic,0,1,6,77.3588309353217,y,y
40,young,CC4,99,GLITTERING,DIAMOND,semantic,0,0,1,78.1668207594194,y,y
40,young,CC4,100,ATTIC,,semantic,1,0,1,78.822777902009,y,y
40,young,CC4,101,MADMAN,LUNATIC,semantic,0,1,6,79.4467561882921,y,y
40,young,CC4,102,HIEROGLYPHICS,PYRAMID,semantic,0,1,1,80.0147008441854,y,y
40,young,CC4,103,ARTIFACTS,DINOSAUR,semantic,0,0,1,81.4226585517172,y,y
40,young,CC4,104,WEPT,WEST,phonetic,0,1,6,82.2065727740992,y,y
40,young,CC4,105,INDUSTRY,,semantic,1,0,1,82.9025490658823,y,y
40,young,CC4,106,RATE,FATE,phonetic,0,0,6,83.7344970733393,y,y
40,young,CC4,107,CANVAS,,semantic,1,0,1,84.3424654060509,y,y
40,young,CC4,108,WENT,WEST,phonetic,0,1,1,85.0784306621645,y,y
40,young,CC4,109,BETTOR,GAMBLER,semantic,0,1,1,85.6704433737323,y,y
40,young,CC4,110,SIX,SIP,phonetic,0,0,1,86.2783664292656,y,y
