SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
106,old,cMAPLab-Behav,1,WARMHEARTED,,semantic,1,0,1,9.607217878,n,n
106,old,cMAPLab-Behav,2,BISON,,semantic,1,0,1,12.06162835,n,n
106,old,cMAPLab-Behav,3,INFERNO,,semantic,1,0,1,13.91100664,n,n
106,old,cMAPLab-Behav,4,THICKET,,semantic,1,0,1,15.55489722,n,n
106,old,cMAPLab-Behav,5,TOY,,phonetic,1,0,1,17.36193352,n,n
106,old,cMAPLab-Behav,6,WEPT,WEST,phonetic,0,0,1,18.64706627,n,n
106,old,cMAPLab-Behav,7,JOKER,COMEDIAN,semantic,0,0,1,20.07056528,n,n
106,old,cMAPLab-Behav,8,COMEDIAN,CRITICAL,semantic,1,0,1,21.3935352,n,n
106,old,cMAPLab-Behav,9,TOP,COP,phonetic,0,1,4,27.29913,n,n
106,old,cMAPLab-Behav,10,MAT,CAT,phonetic,0,0,1,32.06518208,n,n
106,old,cMAPLab-Behav,11,FATE,CRITICAL,phonetic,1,0,1,33.6742692,n,n
106,old,cMAPLab-Behav,12,JOGGING,FITNESS,semantic,0,1,6,37.12228681,n,n
106,old,cMAPLab-Behav,13,BETTOR,GAMBLER,semantic,0,0,1,41.41371449,n,n
106,old,cMAPLab-Behav,14,ROULETTE,GAMBLER,semantic,0,1,6,43.59372183,n,n
106,old,cMAPLab-Behav,15,EXTINCTION,DINOSAUR,semantic,0,0,1,46.23123836,n,n
106,old,cMAPLab-Behav,16,MOLE,ROLE,phonetic,0,0,1,47.67347934,n,n
106,old,cMAPLab-Behav,17,TEETHING,INFANT,semantic,0,0,1,49.02184154,n,n
106,old,cMAPLab-Behav,18,DEAL,TEAL,phonetic,0,0,1,50.47514057,n,n
106,old,cMAPLab-Behav,19,LAWN,,phonetic,1,0,1,51.94888829,n,n
106,old,cMAPLab-Behav,20,BEST,WEST,phonetic,0,1,6,53.69795474,n,n
106,old,cMAPLab-Behav,21,SPECTER,PHANTOM,semantic,0,0,1,55.34487177,n,n
106,old,cMAPLab-Behav,22,HUMORIST,COMEDIAN,semantic,0,1,5,57.83063504,n,n
106,old,cMAPLab-Behav,23,SOON,BOON,phonetic,0,0,1,59.31435544,n,n
106,old,cMAPLab-Behav,24,JARGON,,semantic,1,0,1,60.627673,n,n
106,old,cMAPLab-Behav,25,HEAL,TEAL,phonetic,0,0,1,62.41693509,n,n
106,old,cMAPLab-Behav,26,GUN,BUN,phonetic,0,0,1,63.64467958,n,n
106,old,cMAPLab-Behav,27,TIRE,MIRE,phonetic,0,0,1,64.97309471,n,n
106,old,cMAPLab-Behav,28,FADE,FATE,phonetic,0,1,2,67.66942227,n,n
106,old,cMAPLab-Behav,29,BOOM,BOON,phonetic,0,1,1,69.77088062,n,n
106,old,cMAPLab-Behav,30,EMERALD,DIAMOND,semantic,0,0,1,70.9965891,n,n
106,old,cMAPLab-Behav,31,CAM,CAT,phonetic,0,1,6,73.05365662,n,n
106,old,cMAPLab-Behav,32,CARPORT,,semantic,1,0,1,74.6173783,n,n
106,old,cMAPLab-Behav,33,LINGUISTICS,,semantic,1,0,1,76.14088979,n,n
106,old,cMAPLab-Behav,34,BUN,CRITICAL,phonetic,1,0,1,77.62459438,n,n
106,old,cMAPLab-Behav,35,HOLE,ROLE,phonetic,0,0,5,80.12037908,n,n
106,old,cMAPLab-Behav,36,NULL,,phonetic,1,0,1,81.35310351,n,n
106,old,cMAPLab-Behav,37,STROLLER,INFANT,semantic,0,1,6,83.08225795,n,n
106,old,cMAPLab-Behav,38,MATE,FATE,phonetic,0,0,1,84.62088285,n,n
106,old,cMAPLab-Behav,39,CAT,CRITICAL,phonetic,1,0,1,85.83507399,n,n
106,old,cMAPLab-Behav,40,CARAT,DIAMOND,semantic,0,1,4,88.51073646,n,n
106,old,cMAPLab-Behav,41,SIP,CRITICAL,phonetic,1,0,1,90.02930138,n,n
106,old,cMAPLab-Behav,42,MAGICIAN,CRITICAL,semantic,1,0,1,91.3479367,n,n
106,old,cMAPLab-Behav,43,TRICKSTER,MAGICIAN,semantic,0,0,1,92.69055349,n,n
106,old,cMAPLab-Behav,44,APARTMENT,,semantic,1,0,1,94.01856835,n,n
106,old,cMAPLab-Behav,45,BOOK,,phonetic,1,0,1,95.56726899,n,n
106,old,cMAPLab-Behav,46,RUBIES,DIAMOND,semantic,0,0,1,96.97560841,n,n
106,old,cMAPLab-Behav,47,COIN,,phonetic,1,0,1,98.22861689,n,n
106,old,cMAPLab-Behav,48,PYRAMID,CRITICAL,semantic,1,0,5,99.85388823,n,n
106,old,cMAPLab-Behav,49,COP,CRITICAL,phonetic,1,0,1,101.2571887,n,n
106,old,cMAPLab-Behav,50,OPOSSUM,,semantic,1,0,1,104.4589811,n,n
106,old,cMAPLab-Behav,51,FOIL,,phonetic,1,0,1,107.2553691,n,n
106,old,cMAPLab-Behav,52,SYNOPSIS,,semantic,1,0,4,109.7269662,n,n
