SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
68,young,CC7,1,SYNOPSIS,,semantic,1,0,1,2.64281563891564,y,y
68,young,CC7,2,PAUPER,,semantic,1,0,1,4.07439980030176,y,y
68,young,CC7,3,TRIBESMAN,,semantic,1,0,1,6.96231352283212,y,y
68,young,CC7,4,STATIONER,,semantic,1,0,1,9.2742078861047,y,y
68,young,CC7,5,FUN,BUN,phonetic,0,1,6,11.1060300234967,y,y
68,young,CC7,6,WINGS,BUTTERFLY,semantic,0,1,6,12.0500024298672,y,y
68,young,CC7,7,SIT,SIP,phonetic,0,0,4,15.5458096270449,y,y
68,young,CC7,8,YAW,,phonetic,1,0,1,17.905686763319,y,y
68,young,CC7,9,LULLABY,INFANT,semantic,0,1,6,19.6176289391442,y,y
68,young,CC7,10,SKELETONS,DINOSAUR,semantic,0,0,2,23.2654144854459,y,y
68,young,CC7,11,COMIC,COMEDIAN,semantic,0,0,4,28.3371728244965,y,y
68,young,CC7,12,BOON,CRITICAL,phonetic,1,0,3,32.0969676773384,y,y
68,young,CC7,13,FOIL,,phonetic,1,0,2,35.1607847292034,y,y
68,young,CC7,14,SIN,SIP,phonetic,0,0,1,38.3765849597548,y,y
68,young,CC7,15,RUN,BUN,phonetic,0,0,2,42.7924051725713,y,y
68,young,CC7,16,COP,CRITICAL,phonetic,1,0,3,46.5281938484259,y,y
68,young,CC7,17,VANISH,MAGICIAN,semantic,0,0,3,49.3920232156379,y,y
68,young,CC7,18,VEAL,TEAL,phonetic,0,1,6,51.3279689121991,y,y
68,young,CC7,19,COIN,,phonetic,1,0,4,56.375666138134,y,y
68,young,CC7,20,AEROBICS,FITNESS,semantic,0,0,2,59.2475098394498,y,y
68,young,CC7,21,PROMENADE,,semantic,1,0,1,63.7352815732447,y,y
68,young,CC7,22,SAT,CAT,phonetic,0,0,5,66.5191287856433,y,y
68,young,CC7,23,INFANT,CRITICAL,semantic,1,0,2,70.7349093961529,y,y
68,young,CC7,24,DINOSAUR,CRITICAL,semantic,1,0,1,73.3907747773192,y,y
68,young,CC7,25,BOOS,BOON,phonetic,0,1,6,74.8946913903346,y,y
68,young,CC7,26,BUN,CRITICAL,phonetic,1,0,1,77.8945981196739,y,y
68,young,CC7,27,CRADLE,INFANT,semantic,0,0,1,80.0064042833255,y,y
68,young,CC7,28,BUFFOON,COMEDIAN,semantic,0,1,6,81.7423749727895,y,y
68,young,CC7,29,HATE,FATE,phonetic,0,0,2,85.1582320109155,y,y
68,young,CC7,30,TEST,WEST,phonetic,0,0,3,87.8700145097682,y,y
68,young,CC7,31,BUR,,phonetic,1,0,1,91.2138134749839,y,y
68,young,CC7,32,PEST,WEST,phonetic,0,0,3,95.3256271848077,y,y
68,young,CC7,33,FITNESS,CRITICAL,semantic,1,0,2,98.9174352440459,y,y
68,young,CC7,34,CAT,CRITICAL,phonetic,1,0,1,101.453327392985,y,y
68,young,CC7,35,BIRD,,phonetic,1,0,1,105.037103912866,y,y
68,young,CC7,36,DIP,SIP,phonetic,0,1,6,106.861036982576,y,y
68,young,CC7,37,MAGICIAN,CRITICAL,semantic,1,0,1,110.836783291204,y,y
68,young,CC7,38,COMEDIAN,CRITICAL,semantic,1,0,4,120.268288670573,y,y
68,young,CC7,39,WOOD,,phonetic,1,0,2,124.908068334495,y,y
68,young,CC7,40,TOWERS,CASTLE,semantic,0,1,6,126.315991027906,y,y
68,young,CC7,41,LEST,WEST,phonetic,0,1,3,131.059749062682,y,y
68,young,CC7,42,BUT,BUN,phonetic,0,0,1,134.219594444687,y,y
68,young,CC7,43,APARTMENT,,semantic,1,0,1,135.475494719343,y,y
