SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
63,young,CC7,1,STATIONER,,semantic,1,0,1,3.02726521676232,y,y
63,young,CC7,2,PROMENADE,,semantic,1,0,1,4.44286779804679,y,y
63,young,CC7,3,THICKET,,semantic,1,0,1,5.27472947735805,y,y
63,young,CC7,4,PAUPER,,semantic,1,0,1,5.98668553812604,y,y
63,young,CC7,5,DOLE,ROLE,phonetic,0,1,6,7.61861477074854,y,y
63,young,CC7,6,SABLE,,semantic,1,0,1,9.22653631714638,y,y
63,young,CC7,7,CAP,CAT,phonetic,0,0,1,10.1785625995399,y,y
63,young,CC7,8,HARDNESS,DIAMOND,semantic,0,1,6,10.8744260005915,y,y
63,young,CC7,9,LULLABY,INFANT,semantic,0,1,6,11.5623801102192,y,y
63,young,CC7,10,FUN,BUN,phonetic,0,1,6,12.2743431134586,y,y
63,young,CC7,11,ANTIQUITY,,semantic,1,0,1,12.9783240802062,y,y
63,young,CC7,12,COURTYARD,CASTLE,semantic,0,0,1,13.6903631488531,y,y
63,young,CC7,13,BOOT,BOON,phonetic,0,0,1,14.4342702959402,y,y
63,young,CC7,14,PODIUM,,semantic,1,0,1,15.0422156882414,y,y
63,young,CC7,15,HALLUCINATION,LUNATIC,semantic,0,1,6,15.7541955948982,y,y
63,young,CC7,16,CASINO,GAMBLER,semantic,0,0,1,16.6181366454257,y,y
63,young,CC7,17,CONJURE,MAGICIAN,semantic,0,0,1,17.57011101018,y,y
63,young,CC7,18,PRECIOUS,DIAMOND,semantic,0,0,1,18.4420769594581,y,y
63,young,CC7,19,BUN,CRITICAL,phonetic,1,0,1,19.0660244574246,y,y
63,young,CC7,20,TEST,WEST,phonetic,0,0,1,19.8899457551015,y,y
63,young,CC7,21,SAW,,phonetic,1,0,1,20.4659264779621,y,y
63,young,CC7,22,COP,CRITICAL,phonetic,1,0,1,21.2098873537907,y,y
63,young,CC7,23,RAW,,phonetic,1,0,1,21.7858662655635,y,y
63,young,CC7,24,BRONTOSAURUS,DINOSAUR,semantic,0,1,6,22.4978259484924,y,y
63,young,CC7,25,LINGUISTICS,,semantic,1,0,1,23.369784049748,y,y
63,young,CC7,26,GAMBLER,CRITICAL,semantic,1,0,6,24.3217448313953,y,y
63,young,CC7,27,JOY,,phonetic,1,0,1,25.0097224850761,y,y
63,young,CC7,28,RANTING,LUNATIC,semantic,0,1,6,25.7776777658728,y,y
63,young,CC7,29,LAMPOON,COMEDIAN,semantic,0,0,2,29.4174658815027,y,y
63,young,CC7,30,SIP,CRITICAL,phonetic,1,0,5,30.9614580890193,y,y
63,young,CC7,31,FUR,,phonetic,1,0,2,31.6173325255804,y,y
63,young,CC7,32,CONVENIENCE,,semantic,1,0,2,32.3213125867915,y,y
